index,player,team,match name,rating,goals,shots off target,shots on target blocked,match short
155,Eric Dier,Tottenham,Leicester - Tottenham,9.099040232325295,0,1,2,Leicester - Totten...
164,Eric Dier,Tottenham,Tottenham - Burnley,5.680658794936424,2,0,1,Tottenham - Burnle...
179,Eric Dier,Tottenham,Everton - Tottenham,9.02749222599306,1,3,1,Everton - Tottenha...
187,Eric Dier,Tottenham,Tottenham - Bournemouth,5.5496927594294325,0,1,2,Tottenham - Bourne...
194,Eric Dier,Tottenham,Tottenham - Wolves,7.3871797557064225,2,3,0,Tottenham - Wolves...
201,Eric Dier,Tottenham,Cardiff - Tottenham,9.926441645535068,2,0,0,Cardiff - Tottenha...
218,Eric Dier,Tottenham,Tottenham - Man United,9.62589102014798,0,1,2,Tottenham - Man Un...
228,Eric Dier,Tottenham,Fulham - Tottenham,9.036186238732078,1,0,3,Fulham - Tottenham...
239,Eric Dier,Tottenham,Tottenham - Watford,8.565111656276088,0,1,0,Tottenham - Watfor...
246,Eric Dier,Tottenham,Tottenham - Newcastle,6.655539252420935,0,1,3,Tottenham - Newcas...
259,Eric Dier,Tottenham,Tottenham - Leicester,6.805644178000075,1,0,1,Tottenham - Leices...
264,Eric Dier,Tottenham,Burnley - Tottenham,5.687919503844125,0,3,1,Burnley - Tottenha...
274,Eric Dier,Tottenham,Chelsea - Tottenham,5.667199646413161,2,0,1,Chelsea - Tottenha...
283,Eric Dier,Tottenham,Tottenham - Arsenal,8.03526556093523,0,1,3,Tottenham - Arsena...
295,Eric Dier,Tottenham,Southampton - Tottenham,6.964992663644923,1,1,3,Southampton - Tott...
312,Eric Dier,Tottenham,Liverpool - Tottenham,9.378970464511822,1,3,2,Liverpool - Totten...
318,Eric Dier,Tottenham,Tottenham - Crystal Palace,7.282235848515898,0,3,1,Tottenham - Crysta...
331,Eric Dier,Tottenham,Tottenham - Huddersfield,8.440446714340522,0,2,0,Tottenham - Hudder...
338,Eric Dier,Tottenham,Man City - Tottenham,7.460676638545408,2,2,3,Man City - Tottenh...
346,Eric Dier,Tottenham,Tottenham - Brighton,5.153913265722692,1,2,3,Tottenham - Bright...
355,Eric Dier,Tottenham,Tottenham - West Ham,7.691866621407579,2,3,0,Tottenham - West H...
361,Eric Dier,Tottenham,Bournemouth - Tottenham,9.23000200631568,2,0,0,Bournemouth - Tott...
378,Eric Dier,Tottenham,Tottenham - Everton,4.464234994213626,0,0,0,Tottenham - Everto...
4,Erik Lamela,Tottenham,Newcastle - Tottenham,9.850910996333436,1,3,3,Newcastle - Totten...
14,Erik Lamela,Tottenham,Tottenham - Fulham,4.518658401101737,0,2,2,Tottenham - Fulham...
29,Erik Lamela,Tottenham,Man United - Tottenham,9.038023286833848,1,2,2,Man United - Totte...
39,Erik Lamela,Tottenham,Watford - Tottenham,7.348536016904557,2,1,2,Watford - Tottenha...
45,Erik Lamela,Tottenham,Tottenham - Liverpool,8.10201390010706,2,1,0,Tottenham - Liverp...
50,Erik Lamela,Tottenham,Brighton - Tottenham,5.507524043700377,1,1,1,Brighton - Tottenh...
63,Erik Lamela,Tottenham,Huddersfield - Tottenham,9.297497970559627,1,0,1,Huddersfield - Tot...
75,Erik Lamela,Tottenham,Tottenham - Cardiff,9.687406119790493,0,1,0,Tottenham - Cardif...
86,Erik Lamela,Tottenham,West Ham - Tottenham,4.020074503915538,2,2,3,West Ham - Tottenh...
99,Erik Lamela,Tottenham,Tottenham - Man City,7.548787529029315,1,2,0,Tottenham - Man Ci...
106,Erik Lamela,Tottenham,Wolves - Tottenham,4.94988060179094,0,0,2,Wolves - Tottenham...
111,Erik Lamela,Tottenham,Crystal Palace - Tottenham,6.890521633014099,1,0,3,Crystal Palace - T...
124,Erik Lamela,Tottenham,Tottenham - Chelsea,5.57389431254082,2,3,3,Tottenham - Chelse...
137,Erik Lamela,Tottenham,Arsenal - Tottenham,6.958138789773441,2,2,2,Arsenal - Tottenha...
148,Erik Lamela,Tottenham,Tottenham - Southampton,4.292586310174699,2,1,1,Tottenham - Southa...
155,Erik Lamela,Tottenham,Leicester - Tottenham,4.604809320461514,0,2,2,Leicester - Totten...
164,Erik Lamela,Tottenham,Tottenham - Burnley,5.285651734673693,0,3,0,Tottenham - Burnle...
179,Erik Lamela,Tottenham,Everton - Tottenham,4.360136951365233,2,3,2,Everton - Tottenha...
187,Erik Lamela,Tottenham,Tottenham - Bournemouth,4.308124614699086,0,2,3,Tottenham - Bourne...
194,Erik Lamela,Tottenham,Tottenham - Wolves,7.789602103254721,0,0,0,Tottenham - Wolves...
201,Erik Lamela,Tottenham,Cardiff - Tottenham,4.90861602206086,0,3,2,Cardiff - Tottenha...
218,Erik Lamela,Tottenham,Tottenham - Man United,9.496013762624438,2,3,0,Tottenham - Man Un...
228,Erik Lamela,Tottenham,Fulham - Tottenham,4.589274324422315,2,3,0,Fulham - Tottenham...
239,Erik Lamela,Tottenham,Tottenham - Watford,4.240537793454915,1,1,1,Tottenham - Watfor...
246,Erik Lamela,Tottenham,Tottenham - Newcastle,5.292259570214029,2,3,2,Tottenham - Newcas...
259,Erik Lamela,Tottenham,Tottenham - Leicester,5.050135333796549,1,2,0,Tottenham - Leices...
264,Erik Lamela,Tottenham,Burnley - Tottenham,7.978805559215152,1,1,3,Burnley - Tottenha...
274,Erik Lamela,Tottenham,Chelsea - Tottenham,7.471673726808942,1,2,2,Chelsea - Tottenha...
283,Erik Lamela,Tottenham,Tottenham - Arsenal,6.139741107742264,0,3,0,Tottenham - Arsena...
295,Erik Lamela,Tottenham,Southampton - Tottenham,8.733138824864383,2,2,0,Southampton - Tott...
312,Erik Lamela,Tottenham,Liverpool - Tottenham,6.143631804136495,2,0,0,Liverpool - Totten...
318,Erik Lamela,Tottenham,Tottenham - Crystal Palace,4.756505506088506,1,3,1,Tottenham - Crysta...
331,Erik Lamela,Tottenham,Tottenham - Huddersfield,5.958402441717118,1,0,0,Tottenham - Hudder...
338,Erik Lamela,Tottenham,Man City - Tottenham,5.94313307658472,1,2,3,Man City - Tottenh...
346,Erik Lamela,Tottenham,Tottenham - Brighton,7.876432603709875,1,2,2,Tottenham - Bright...
355,Erik Lamela,Tottenham,Tottenham - West Ham,9.21953875465007,2,2,0,Tottenham - West H...
361,Erik Lamela,Tottenham,Bournemouth - Tottenham,7.618127463240354,2,2,2,Bournemouth - Tott...
378,Erik Lamela,Tottenham,Tottenham - Everton,9.844794138348092,1,2,2,Tottenham - Everto...
5,Etienne Capoue,Watford,Watford - Brighton,7.610980777365048,1,3,0,Watford - Brighton...
17,Etienne Capoue,Watford,Burnley - Watford,7.270654170193305,2,2,2,Burnley - Watford
28,Etienne Capoue,Watford,Watford - Crystal Palace,7.738349655798481,2,3,3,Watford - Crystal ...
39,Etienne Capoue,Watford,Watford - Tottenham,9.996048620067999,2,0,2,Watford - Tottenha...
46,Etienne Capoue,Watford,Watford - Man United,8.608122805723415,1,0,1,Watford - Man Unit...
54,Etienne Capoue,Watford,Fulham - Watford,4.783131126541779,1,0,0,Fulham - Watford
60,Etienne Capoue,Watford,Arsenal - Watford,7.342249178009439,2,2,2,Arsenal - Watford
76,Etienne Capoue,Watford,Watford - Bournemouth,9.008285046065721,1,1,0,Watford - Bournemo...
87,Etienne Capoue,Watford,Wolves - Watford,9.131563425017315,0,1,3,Wolves - Watford
95,Etienne Capoue,Watford,Watford - Huddersfield,8.906447981964734,1,0,3,Watford - Huddersf...
104,Etienne Capoue,Watford,Newcastle - Watford,5.799428051596019,1,0,2,Newcastle - Watfor...
115,Etienne Capoue,Watford,Southampton - Watford,9.196566239009863,1,2,1,Southampton - Watf...
125,Etienne Capoue,Watford,Watford - Liverpool,4.629081429620155,0,3,1,Watford - Liverpoo...
133,Etienne Capoue,Watford,Leicester - Watford,5.679128391222675,0,2,2,Leicester - Watfor...
142,Etienne Capoue,Watford,Watford - Man City,8.74094531974825,2,2,1,Watford - Man City...
159,Etienne Capoue,Watford,Everton - Watford,8.788271037172269,1,3,2,Everton - Watford
165,Etienne Capoue,Watford,Watford - Cardiff,4.221248822581773,1,1,2,Watford - Cardiff
178,Etienne Capoue,Watford,West Ham - Watford,8.132916511162408,0,3,0,West Ham - Watford...
188,Etienne Capoue,Watford,Watford - Chelsea,8.619335589171122,2,3,2,Watford - Chelsea
195,Etienne Capoue,Watford,Watford - Newcastle,4.464262657947038,2,1,0,Watford - Newcastl...
203,Etienne Capoue,Watford,Bournemouth - Watford,8.215486349720463,1,0,3,Bournemouth - Watf...
214,Etienne Capoue,Watford,Crystal Palace - Watford,9.717155556401453,2,2,1,Crystal Palace - W...
226,Etienne Capoue,Watford,Watford - Burnley,7.244628161982113,1,2,2,Watford - Burnley
239,Etienne Capoue,Watford,Tottenham - Watford,7.190982587418102,2,3,0,Tottenham - Watfor...
240,Etienne Capoue,Watford,Brighton - Watford,7.843779352038216,0,1,3,Brighton - Watford...
257,Etienne Capoue,Watford,Watford - Everton,6.751446767384823,0,0,0,Watford - Everton
261,Etienne Capoue,Watford,Cardiff - Watford,4.568301875108906,0,1,2,Cardiff - Watford
276,Etienne Capoue,Watford,Liverpool - Watford,8.307030103541486,1,2,2,Liverpool - Watfor...
288,Etienne Capoue,Watford,Watford - Leicester,5.416397413504425,1,3,2,Watford - Leiceste...
293,Etienne Capoue,Watford,Man City - Watford,6.73186552039673,2,2,0,Man City - Watford...
309,Etienne Capoue,Watford,Man United - Watford,6.979305912397182,2,0,2,Man United - Watfo...
314,Etienne Capoue,Watford,Watford - Fulham,7.7937532087460015,2,1,2,Watford - Fulham
334,Etienne Capoue,Watford,Watford - Arsenal,9.09251737139167,2,2,3,Watford - Arsenal
337,Etienne Capoue,Watford,Huddersfield - Watford,9.86204453986076,2,2,2,Huddersfield - Wat...
347,Etienne Capoue,Watford,Watford - Southampton,5.048716338661125,0,1,1,Watford - Southamp...
356,Etienne Capoue,Watford,Watford - Wolves,7.8744528663381415,1,3,1,Watford - Wolves
367,Etienne Capoue,Watford,Chelsea - Watford,4.340174281371654,1,3,1,Chelsea - Watford
379,Etienne Capoue,Watford,Watford - West Ham,4.82792230856736,1,3,3,Watford - West Ham...
7,Fabian Delph,Man City,Arsenal - Man City,4.460256416106684,2,2,0,Arsenal - Man City...
18,Fabian Delph,Man City,Man City - Huddersfield,4.705353609535793,1,2,0,Man City - Hudders...
25,Fabian Delph,Man City,Wolves - Man City,6.183645975941099,2,1,0,Wolves - Man City
35,Fabian Delph,Man City,Man City - Newcastle,5.459551898358609,0,0,3,Man City - Newcast...
43,Fabian Delph,Man City,Man City - Fulham,6.6404054336281355,1,3,0,Man City - Fulham
52,Fabian Delph,Man City,Cardiff - Man City,7.2161441285424495,1,0,1,Cardiff - Man City...
64,Fabian Delph,Man City,Man City - Brighton,9.62120701556085,2,1,1,Man City - Brighto...
78,Fabian Delph,Man City,Liverpool - Man City,6.796077434350446,1,0,0,Liverpool - Man Ci...
84,Fabian Delph,Man City,Man City - Burnley,8.221225792161736,2,3,1,Man City - Burnley...
99,Fabian Delph,Man City,Tottenham - Man City,7.604303017049208,1,2,0,Tottenham - Man Ci...
108,Fabian Delph,Man City,Man City - Southampton,4.9960453816373445,2,0,0,Man City - Southam...
119,Fabian Delph,Man City,Man City - Man United,9.76199464610248,0,2,2,Man City - Man Uni...
126,Fabian Delph,Man City,West Ham - Man City,4.312562344083205,2,3,3,West Ham - Man Cit...
134,Fabian Delph,Man City,Man City - Bournemouth,6.139258452245659,0,2,2,Man City - Bournem...
142,Fabian Delph,Man City,Watford - Man City,7.879144084937101,1,3,0,Watford - Man City...
154,Fabian Delph,Man City,Chelsea - Man City,9.061013606905544,2,0,3,Chelsea - Man City...
163,Fabian Delph,Man City,Man City - Everton,9.383900339004876,1,0,2,Man City - Everton...
176,Fabian Delph,Man City,Man City - Crystal Palace,9.969289003924574,1,0,1,Man City - Crystal...
184,Fabian Delph,Man City,Leicester - Man City,5.600063386107049,1,3,2,Leicester - Man Ci...
199,Fabian Delph,Man City,Southampton - Man City,9.83129143312779,2,2,3,Southampton - Man ...
209,Fabian Delph,Man City,Man City - Liverpool,4.4740211850247,0,2,0,Man City - Liverpo...
219,Fabian Delph,Man City,Man City - Wolves,5.06690693911757,2,2,0,Man City - Wolves
229,Fabian Delph,Man City,Huddersfield - Man City,7.726063792220978,1,3,1,Huddersfield - Man...
234,Fabian Delph,Man City,Newcastle - Man City,6.2700148030869265,0,0,2,Newcastle - Man Ci...
248,Fabian Delph,Man City,Man City - Arsenal,5.5792745233817325,0,1,0,Man City - Arsenal...
250,Fabian Delph,Man City,Everton - Man City,4.885435541429644,0,2,0,Everton - Man City...
258,Fabian Delph,Man City,Man City - Chelsea,6.700986663808131,2,1,1,Man City - Chelsea...
277,Fabian Delph,Man City,Man City - West Ham,6.422791172289463,2,0,1,Man City - West Ha...
279,Fabian Delph,Man City,Bournemouth - Man City,7.962625033817583,0,1,3,Bournemouth - Man ...
293,Fabian Delph,Man City,Man City - Watford,4.588321705831612,0,0,3,Man City - Watford...
307,Fabian Delph,Man City,Fulham - Man City,6.1517851592252715,2,1,0,Fulham - Man City
317,Fabian Delph,Man City,Man City - Cardiff,9.70224355654867,2,3,1,Man City - Cardiff...
332,Fabian Delph,Man City,Crystal Palace - Man City,4.6275463504360985,2,3,3,Crystal Palace - M...
338,Fabian Delph,Man City,Man City - Tottenham,7.884677037318599,2,2,1,Man City - Tottenh...
348,Fabian Delph,Man City,Man United - Man City,8.668254900136176,2,0,2,Man United - Man C...
357,Fabian Delph,Man City,Burnley - Man City,4.9227808228199805,2,2,3,Burnley - Man City...
369,Fabian Delph,Man City,Man City - Leicester,7.2815217868353965,1,2,0,Man City - Leicest...
370,Fabian Delph,Man City,Brighton - Man City,8.848409881206873,1,2,3,Brighton - Man Cit...
4,Federico Fernández,Newcastle,Newcastle - Tottenham,7.473262473499956,0,1,2,Newcastle - Totten...
10,Federico Fernández,Newcastle,Cardiff - Newcastle,9.978461378570545,2,2,3,Cardiff - Newcastl...
27,Federico Fernández,Newcastle,Newcastle - Chelsea,7.339568525969546,0,3,3,Newcastle - Chelse...
35,Federico Fernández,Newcastle,Man City - Newcastle,9.830850858596833,0,1,0,Man City - Newcast...
44,Federico Fernández,Newcastle,Newcastle - Arsenal,8.623787943346723,1,2,0,Newcastle - Arsena...
53,Federico Fernández,Newcastle,Crystal Palace - Newcastle,7.754423829242992,0,1,1,Crystal Palace - N...
65,Federico Fernández,Newcastle,Newcastle - Leicester,6.844666034946732,0,2,3,Newcastle - Leices...
74,Federico Fernández,Newcastle,Man United - Newcastle,4.7488451594696315,0,1,1,Man United - Newca...
85,Federico Fernández,Newcastle,Newcastle - Brighton,5.257692414504035,2,0,3,Newcastle - Bright...
94,Federico Fernández,Newcastle,Southampton - Newcastle,8.941279352059489,0,0,2,Southampton - Newc...
104,Federico Fernández,Newcastle,Newcastle - Watford,9.020675007730627,1,2,0,Newcastle - Watfor...
114,Federico Fernández,Newcastle,Newcastle - Bournemouth,7.308666689901459,0,2,3,Newcastle - Bourne...
129,Federico Fernández,Newcastle,Burnley - Newcastle,9.327420783580468,2,2,2,Burnley - Newcastl...
135,Federico Fernández,Newcastle,Newcastle - West Ham,8.00309863973288,2,3,3,Newcastle - West H...
145,Federico Fernández,Newcastle,Everton - Newcastle,5.870302201457088,1,2,2,Everton - Newcastl...
158,Federico Fernández,Newcastle,Newcastle - Wolves,8.699533681308928,0,2,3,Newcastle - Wolves...
162,Federico Fernández,Newcastle,Huddersfield - Newcastle,8.724252819007724,0,0,1,Huddersfield - New...
177,Federico Fernández,Newcastle,Newcastle - Fulham,8.026523818456038,2,2,2,Newcastle - Fulham...
185,Federico Fernández,Newcastle,Liverpool - Newcastle,6.640072538825963,2,2,3,Liverpool - Newcas...
195,Federico Fernández,Newcastle,Watford - Newcastle,4.400339571100199,0,1,2,Watford - Newcastl...
206,Federico Fernández,Newcastle,Newcastle - Man United,6.181922529273089,1,3,3,Newcastle - Man Un...
213,Federico Fernández,Newcastle,Chelsea - Newcastle,9.649453960931831,1,2,0,Chelsea - Newcastl...
224,Federico Fernández,Newcastle,Newcastle - Cardiff,5.15216071596204,1,0,0,Newcastle - Cardif...
234,Federico Fernández,Newcastle,Newcastle - Man City,5.766979008908824,1,2,2,Newcastle - Man Ci...
246,Federico Fernández,Newcastle,Tottenham - Newcastle,4.6836749149887815,0,1,1,Tottenham - Newcas...
260,Federico Fernández,Newcastle,Wolves - Newcastle,9.148237853363948,1,0,1,Wolves - Newcastle...
266,Federico Fernández,Newcastle,Newcastle - Huddersfield,6.345973764766078,1,0,0,Newcastle - Hudder...
272,Federico Fernández,Newcastle,Newcastle - Burnley,7.896516850464145,1,0,1,Newcastle - Burnle...
284,Federico Fernández,Newcastle,West Ham - Newcastle,6.2878089837984525,1,2,3,West Ham - Newcast...
294,Federico Fernández,Newcastle,Newcastle - Everton,8.796779298973934,0,3,1,Newcastle - Everto...
299,Federico Fernández,Newcastle,Bournemouth - Newcastle,9.021587764422627,0,2,0,Bournemouth - Newc...
313,Federico Fernández,Newcastle,Arsenal - Newcastle,8.650552309663913,2,0,0,Arsenal - Newcastl...
322,Federico Fernández,Newcastle,Newcastle - Crystal Palace,8.97074244353515,1,0,2,Newcastle - Crysta...
325,Federico Fernández,Newcastle,Leicester - Newcastle,7.496905750623685,2,0,3,Leicester - Newcas...
339,Federico Fernández,Newcastle,Newcastle - Southampton,5.613378117617479,2,1,1,Newcastle - Southa...
351,Federico Fernández,Newcastle,Brighton - Newcastle,8.627552295548451,0,3,1,Brighton - Newcast...
363,Federico Fernández,Newcastle,Newcastle - Liverpool,4.748323222881563,0,0,1,Newcastle - Liverp...
373,Federico Fernández,Newcastle,Fulham - Newcastle,9.916754999562256,1,3,0,Fulham - Newcastle...
3,Florent Hadergjonaj,Huddersfield,Huddersfield - Chelsea,6.804480385497975,2,0,0,Huddersfield - Che...
18,Florent Hadergjonaj,Huddersfield,Man City - Huddersfield,9.35750880812762,2,3,2,Man City - Hudders...
22,Florent Hadergjonaj,Huddersfield,Huddersfield - Cardiff,7.043981555440903,0,1,3,Huddersfield - Car...
33,Florent Hadergjonaj,Huddersfield,Everton - Huddersfield,4.748813804033389,1,3,2,Everton - Huddersf...
42,Florent Hadergjonaj,Huddersfield,Huddersfield - Crystal Palace,8.190736864393347,2,0,3,Huddersfield - Cry...
55,Florent Hadergjonaj,Huddersfield,Leicester - Huddersfield,6.06522487077397,1,2,2,Leicester - Hudder...
63,Florent Hadergjonaj,Huddersfield,Huddersfield - Tottenham,6.376713709682916,1,3,0,Huddersfield - Tot...
71,Florent Hadergjonaj,Huddersfield,Burnley - Huddersfield,9.21847576536666,2,2,0,Burnley - Huddersf...
83,Florent Hadergjonaj,Huddersfield,Huddersfield - Liverpool,5.597447843031699,1,1,2,Huddersfield - Liv...
95,Florent Hadergjonaj,Huddersfield,Watford - Huddersfield,5.759713709750498,1,2,2,Watford - Huddersf...
109,Florent Hadergjonaj,Huddersfield,Huddersfield - Fulham,7.804800634972233,2,2,1,Huddersfield - Ful...
112,Florent Hadergjonaj,Huddersfield,Huddersfield - West Ham,6.345915559273175,2,2,2,Huddersfield - Wes...
128,Florent Hadergjonaj,Huddersfield,Wolves - Huddersfield,6.985027738944658,1,2,3,Wolves - Huddersfi...
132,Florent Hadergjonaj,Huddersfield,Huddersfield - Brighton,5.2505805419961415,0,3,0,Huddersfield - Bri...
140,Florent Hadergjonaj,Huddersfield,Bournemouth - Huddersfield,6.198480772262354,0,3,2,Bournemouth - Hudd...
150,Florent Hadergjonaj,Huddersfield,Arsenal - Huddersfield,8.369394494141005,0,3,2,Arsenal - Huddersf...
162,Florent Hadergjonaj,Huddersfield,Huddersfield - Newcastle,4.533187515537879,2,1,3,Huddersfield - New...
175,Florent Hadergjonaj,Huddersfield,Huddersfield - Southampton,4.352476045134532,1,2,1,Huddersfield - Sou...
186,Florent Hadergjonaj,Huddersfield,Man United - Huddersfield,9.217132870520837,2,2,2,Man United - Hudde...
191,Florent Hadergjonaj,Huddersfield,Fulham - Huddersfield,8.202597576954885,1,0,0,Fulham - Huddersfi...
205,Florent Hadergjonaj,Huddersfield,Huddersfield - Burnley,7.332922267592132,2,2,2,Huddersfield - Bur...
212,Florent Hadergjonaj,Huddersfield,Cardiff - Huddersfield,6.603671859102732,1,3,2,Cardiff - Huddersf...
229,Florent Hadergjonaj,Huddersfield,Huddersfield - Man City,9.864904027232114,2,0,3,Huddersfield - Man...
232,Florent Hadergjonaj,Huddersfield,Huddersfield - Everton,9.268512716735126,1,2,1,Huddersfield - Eve...
243,Florent Hadergjonaj,Huddersfield,Chelsea - Huddersfield,8.86431339791481,1,2,1,Chelsea - Huddersf...
254,Florent Hadergjonaj,Huddersfield,Huddersfield - Arsenal,9.664136077753465,0,1,0,Huddersfield - Ars...
266,Florent Hadergjonaj,Huddersfield,Newcastle - Huddersfield,6.8908139627324525,0,2,3,Newcastle - Hudder...
270,Florent Hadergjonaj,Huddersfield,Huddersfield - Wolves,5.792513372344115,2,2,1,Huddersfield - Wol...
280,Florent Hadergjonaj,Huddersfield,Brighton - Huddersfield,4.970207636665352,2,1,2,Brighton - Hudders...
291,Florent Hadergjonaj,Huddersfield,Huddersfield - Bournemouth,6.74395129505057,2,3,1,Huddersfield - Bou...
301,Florent Hadergjonaj,Huddersfield,West Ham - Huddersfield,5.07894123935503,1,1,0,West Ham - Hudders...
306,Florent Hadergjonaj,Huddersfield,Crystal Palace - Huddersfield,6.633737881217586,2,1,3,Crystal Palace - H...
321,Florent Hadergjonaj,Huddersfield,Huddersfield - Leicester,5.469403325897286,2,2,0,Huddersfield - Lei...
331,Florent Hadergjonaj,Huddersfield,Tottenham - Huddersfield,9.806614629025113,1,0,1,Tottenham - Hudder...
337,Florent Hadergjonaj,Huddersfield,Huddersfield - Watford,8.774592149017451,0,0,2,Huddersfield - Wat...
350,Florent Hadergjonaj,Huddersfield,Liverpool - Huddersfield,7.9886228728766575,1,0,0,Liverpool - Hudder...
368,Florent Hadergjonaj,Huddersfield,Huddersfield - Man United,4.094848493868142,2,1,0,Huddersfield - Man...
377,Florent Hadergjonaj,Huddersfield,Southampton - Huddersfield,5.516038187543155,2,1,3,Southampton - Hudd...
4,Florian Lejeune,Newcastle,Newcastle - Tottenham,9.281135366379775,1,3,2,Newcastle - Totten...
10,Florian Lejeune,Newcastle,Cardiff - Newcastle,4.34958913580223,2,2,3,Cardiff - Newcastl...
27,Florian Lejeune,Newcastle,Newcastle - Chelsea,6.9023454587905935,1,2,0,Newcastle - Chelse...
35,Florian Lejeune,Newcastle,Man City - Newcastle,9.089995590823925,2,1,1,Man City - Newcast...
44,Florian Lejeune,Newcastle,Newcastle - Arsenal,9.872698589716709,1,2,2,Newcastle - Arsena...
53,Florian Lejeune,Newcastle,Crystal Palace - Newcastle,4.296399636520764,2,0,1,Crystal Palace - N...
65,Florian Lejeune,Newcastle,Newcastle - Leicester,5.717460309633165,0,0,0,Newcastle - Leices...
74,Florian Lejeune,Newcastle,Man United - Newcastle,7.901401739973089,2,1,0,Man United - Newca...
85,Florian Lejeune,Newcastle,Newcastle - Brighton,5.2129472905692165,1,0,1,Newcastle - Bright...
94,Florian Lejeune,Newcastle,Southampton - Newcastle,5.331850265603423,1,1,2,Southampton - Newc...
104,Florian Lejeune,Newcastle,Newcastle - Watford,8.363597141564878,1,0,2,Newcastle - Watfor...
114,Florian Lejeune,Newcastle,Newcastle - Bournemouth,6.2508326610044405,0,3,0,Newcastle - Bourne...
129,Florian Lejeune,Newcastle,Burnley - Newcastle,4.675991046096705,2,0,0,Burnley - Newcastl...
135,Florian Lejeune,Newcastle,Newcastle - West Ham,6.920809861702591,2,2,2,Newcastle - West H...
145,Florian Lejeune,Newcastle,Everton - Newcastle,5.008586808923105,1,0,1,Everton - Newcastl...
158,Florian Lejeune,Newcastle,Newcastle - Wolves,7.234208216561794,0,2,1,Newcastle - Wolves...
162,Florian Lejeune,Newcastle,Huddersfield - Newcastle,7.2517049061302945,1,0,3,Huddersfield - New...
177,Florian Lejeune,Newcastle,Newcastle - Fulham,9.885959886121139,0,0,1,Newcastle - Fulham...
185,Florian Lejeune,Newcastle,Liverpool - Newcastle,5.870858530617518,1,3,0,Liverpool - Newcas...
195,Florian Lejeune,Newcastle,Watford - Newcastle,7.80379200870427,2,3,1,Watford - Newcastl...
206,Florian Lejeune,Newcastle,Newcastle - Man United,9.645211065459922,1,2,1,Newcastle - Man Un...
213,Florian Lejeune,Newcastle,Chelsea - Newcastle,7.117785230137926,0,3,3,Chelsea - Newcastl...
224,Florian Lejeune,Newcastle,Newcastle - Cardiff,7.957611779839295,2,0,1,Newcastle - Cardif...
234,Florian Lejeune,Newcastle,Newcastle - Man City,6.0634983373419775,1,2,1,Newcastle - Man Ci...
246,Florian Lejeune,Newcastle,Tottenham - Newcastle,4.470505570790397,0,0,3,Tottenham - Newcas...
260,Florian Lejeune,Newcastle,Wolves - Newcastle,4.25128637328056,2,2,2,Wolves - Newcastle...
266,Florian Lejeune,Newcastle,Newcastle - Huddersfield,9.673670485997201,2,1,3,Newcastle - Hudder...
272,Florian Lejeune,Newcastle,Newcastle - Burnley,4.906648403780754,1,1,0,Newcastle - Burnle...
284,Florian Lejeune,Newcastle,West Ham - Newcastle,6.123095308538008,1,1,3,West Ham - Newcast...
294,Florian Lejeune,Newcastle,Newcastle - Everton,8.067576377245345,0,0,3,Newcastle - Everto...
299,Florian Lejeune,Newcastle,Bournemouth - Newcastle,6.587561969779351,1,0,1,Bournemouth - Newc...
313,Florian Lejeune,Newcastle,Arsenal - Newcastle,7.735770209166529,2,0,1,Arsenal - Newcastl...
322,Florian Lejeune,Newcastle,Newcastle - Crystal Palace,8.89726336591216,1,1,2,Newcastle - Crysta...
325,Florian Lejeune,Newcastle,Leicester - Newcastle,7.879615055696811,0,1,1,Leicester - Newcas...
339,Florian Lejeune,Newcastle,Newcastle - Southampton,6.620071990284284,0,3,0,Newcastle - Southa...
351,Florian Lejeune,Newcastle,Brighton - Newcastle,4.203886557867298,1,3,0,Brighton - Newcast...
363,Florian Lejeune,Newcastle,Newcastle - Liverpool,8.538618368001371,1,0,3,Newcastle - Liverp...
373,Florian Lejeune,Newcastle,Fulham - Newcastle,5.365090179748855,2,3,3,Fulham - Newcastle...
7,Gabriel Jesus,Man City,Arsenal - Man City,8.608267190779607,2,0,3,Arsenal - Man City...
18,Gabriel Jesus,Man City,Man City - Huddersfield,4.213720768930786,0,2,2,Man City - Hudders...
25,Gabriel Jesus,Man City,Wolves - Man City,7.468002283089745,0,3,1,Wolves - Man City
35,Gabriel Jesus,Man City,Man City - Newcastle,5.267902337907499,2,0,3,Man City - Newcast...
43,Gabriel Jesus,Man City,Man City - Fulham,6.063047301983665,0,3,2,Man City - Fulham
52,Gabriel Jesus,Man City,Cardiff - Man City,8.98124159012918,1,0,0,Cardiff - Man City...
64,Gabriel Jesus,Man City,Man City - Brighton,9.13202312146605,0,0,1,Man City - Brighto...
78,Gabriel Jesus,Man City,Liverpool - Man City,6.7621333497085905,0,0,1,Liverpool - Man Ci...
84,Gabriel Jesus,Man City,Man City - Burnley,4.100899022051577,2,2,0,Man City - Burnley...
99,Gabriel Jesus,Man City,Tottenham - Man City,5.006945982416099,0,0,1,Tottenham - Man Ci...
108,Gabriel Jesus,Man City,Man City - Southampton,5.074945539976916,2,2,1,Man City - Southam...
119,Gabriel Jesus,Man City,Man City - Man United,8.51957450057874,1,3,0,Man City - Man Uni...
126,Gabriel Jesus,Man City,West Ham - Man City,5.390652262188853,0,3,3,West Ham - Man Cit...
134,Gabriel Jesus,Man City,Man City - Bournemouth,9.3223500610322,0,2,3,Man City - Bournem...
142,Gabriel Jesus,Man City,Watford - Man City,5.159371318278371,2,3,1,Watford - Man City...
